what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327241829645
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327241829646
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327241829646
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1327241829646
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1327241829647
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327241829647
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327241829647
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1327241829648
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1327241829649
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1327241829650
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1327241829652
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327241829652
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327241829653
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327241829653
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327241829654
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327241829654
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327241829656
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327241829656
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327241829656
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327241829657
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1327241829658
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327241829659
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327241829659
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1327241829660
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327241829661
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327241829661
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327241829662
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327241829664
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327241829665
started,bundle,org.eclipse.imp.runtime,0.2.1.201110311112,"org.eclipse.imp.runtime",1327241829665
started,bundle,rascal_eclipse,0.2.5.201110311112,"rascal_eclipse",1327241829665
started,bundle,org.eclipse.soc.ewi,1.0.4,"org.eclipse.soc.ewi",1327241829666
os,sysinfo,,,"win32",1327241829669
arch,sysinfo,,,"x86_64",1327241829669
ws,sysinfo,,,"win32",1327241829669
locale,sysinfo,,,"nl_NL",1327241829669
processors,sysinfo,,,"8",1327241829669
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327241829669
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1327241829669
java.specification.name,sysinfo,,,"Java Platform API Specification",1327241829669
java.specification.vendor,sysinfo,,,"Oracle Corporation",1327241829669
java.specification.version,sysinfo,,,"1.7",1327241829669
java.vendor,sysinfo,,,"Oracle Corporation",1327241829669
java.version,sysinfo,,,"1.7.0_02",1327241829669
java.vm.info,sysinfo,,,"mixed mode",1327241829669
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1327241829669
