what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327245375159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327245418143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327245437146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327245457684
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327245459397
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327245459603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327245468919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327245819600
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327245821738
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327245822158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327245827893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246022501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246024144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246025522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246027488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246099037
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327246102375
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327246102593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246184867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246356825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327246366286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327247047281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327247049383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327247131987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327247154225
